stop_id,stop_code,stop_name,stop_lat,stop_lon,city_id,date
3846,RZEG44,Rondo Żegrze,52.3770800000,16.9565900000,2,2023-01-10 11:39:13.185385+00:00
1147,ZAWA02,Zawady,52.4130621900,16.9570964000,2,2023-01-10 11:39:13.185385+00:00
1048,SWIE02,Świerczewo,52.3569836900,16.8848954300,2,2023-01-10 11:39:13.185385+00:00
565,KRAJ01,Krajenecka,52.4549867000,16.8429271500,2,2023-01-10 11:39:13.185385+00:00
889,PUKOS01,Puszczykowo/Kościelna,52.2856426400,16.8553204000,2,2023-01-10 11:39:13.185385+00:00
919,LUDWA02,Luboń/Dworcowa,52.3400127584,16.8901508661,2,2023-01-10 11:39:13.185385+00:00
1924,ZOLIP01,Złotkowo/Lipowa,52.5080628500,16.8348496000,2,2023-01-10 11:39:13.185385+00:00
364,STRO02,Stróżyńskiego,52.4517175200,16.9038872100,2,2023-01-10 11:39:13.185385+00:00
1544,SIEW02,Siewierska,52.3405578000,17.0054267300,2,2023-01-10 11:39:13.185385+00:00
2113,BZZNO01,Brzezno/,52.4912558700,16.6223832000,2,2023-01-10 11:39:13.185385+00:00
1686,DWZA41,Dworzec Zachodni,52.4011157600,16.9102571900,2,2023-01-10 11:39:13.185385+00:00
3969,PKLES01,Pokrzywnica/Leśna,52.3967565581,16.6721816548,2,2023-01-10 11:39:13.185385+00:00
2557,GATUL02,Garby Wielkie/Tulecka,52.3703510000,17.0738340000,2,2023-01-10 11:39:13.185385+00:00
2360,SDKOS01,Swarzędz/Os. Kościuszkowców,52.4210660000,17.0809150000,2,2023-01-10 11:39:13.185385+00:00
2308,KXTAN01,Tanibórz/Zachód,52.3453565400,17.1136235800,2,2023-01-10 11:39:13.185385+00:00
802,RKAP06,Rondo Kaponiera,52.4066642200,16.9133768600,2,2023-01-10 11:39:13.185385+00:00
1139,KATE01,Katedra,52.4100161100,16.9481008200,2,2023-01-10 11:39:13.185385+00:00
1986,BTZAK01,Batorowo/Zakrzewska,52.4241627600,16.7197013400,2,2023-01-10 11:39:13.185385+00:00
1238,BORO01,Borówki,52.3896412700,17.0317914200,2,2023-01-10 11:39:13.185385+00:00
764,MARC01,Marcelińska,52.4043790100,16.8745328200,2,2023-01-10 11:39:13.185385+00:00
273,ZOSOB01,Złotkowo/Sobocka,52.5132079000,16.8354985600,2,2023-01-10 11:39:13.185385+00:00
1889,KSPET02,Krzyszkowo/Pętla,52.5242490756,16.7312266659,2,2023-01-10 11:39:13.185385+00:00
3633,LUJPA03,Luboń/Jana Pawła II,52.3455515078,16.8825064483,2,2023-01-10 11:39:13.185385+00:00
1983,BTPOR02,Batorowo/Poranek,52.4218438200,16.7399436000,2,2023-01-10 11:39:13.185385+00:00
2192,BOPRZ02,Bolechowo/Przejazd,52.5330406000,16.9796078500,2,2023-01-10 11:39:13.185385+00:00
150,MILO42,Miłostowo,52.4101993000,17.0025350800,2,2023-01-10 11:39:13.185385+00:00
1175,GNNZ01,Gnieźnieńska I,52.4279019100,17.0021879600,2,2023-01-10 11:39:13.185385+00:00
4040,NIES03,Niestachowska,52.4200045927,16.8948290137,2,2023-01-10 11:39:13.185385+00:00
4192,SKWRZ02,Skórzewo/Wrzosowa,52.3966033921,16.7854311963,2,2023-01-10 11:39:13.185385+00:00
1752,GSPET01,Gołuski/Pętla,52.3613408600,16.7570684300,2,2023-01-10 11:39:13.185385+00:00
2972,GLMOR02,Głuchowo/Morelowa,52.3449110690,16.7636785478,2,2023-01-10 11:39:13.185385+00:00
1503,OSZO01,Os. Zodiak,52.3912242300,16.9899634300,2,2023-01-10 11:39:13.185385+00:00
1546,TAKA02,Tarnowska,52.3419996500,17.0099534200,2,2023-01-10 11:39:13.185385+00:00
128,MAGA41,Małe Garbary,52.4107493300,16.9374709200,2,2023-01-10 11:39:13.185385+00:00
1572,DRUZ02,Drużynowa,52.3803335100,16.8974728700,2,2023-01-10 11:39:13.185385+00:00
2241,GWTAN01,Tanibórz/Wschód,52.3516694700,17.1465630000,2,2023-01-10 11:39:13.185385+00:00
248,CHWAR02,Chludowo/Wargowska,52.5600436400,16.8321087600,2,2023-01-10 11:39:13.185385+00:00
1694,KRAS71,Kraszewskiego,52.4091315800,16.9028608300,2,2023-01-10 11:39:13.185385+00:00
2256,BLSTB01,Bylin/Stacja benzynowa,52.3276985700,17.1606968700,2,2023-01-10 11:39:13.185385+00:00
3864,KCWIC01,Kicin/Wichrowa,52.4640530500,17.0012458000,2,2023-01-10 11:39:13.185385+00:00
1719,POGL42,Poznań Główny,52.4029387600,16.9149992700,2,2023-01-10 11:39:13.185385+00:00
1193,KZTJE01,Koziegłowy/Taczaka I,52.4476466600,17.0011361900,2,2023-01-10 11:39:13.185385+00:00
1324,DASZ01,Daszewicka,52.3179565600,16.9543753500,2,2023-01-10 11:39:13.185385+00:00
3709,BEPRZ01,Biskupice/Przylesie,52.4582520000,17.1668680000,2,2023-01-10 11:39:13.185385+00:00
